,Life expectancy,Adult Mortality,Alcohol,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness 1-19 years,Schooling,Status_Encoded
1438,59.8,259.0,3.41,9.0,1810,13.8,17,52.0,4.91,49.0,0.1,1228.829749,1396923.0,1.2,8.3,0
1437,64.0,252.0,3.53,45.0,1491,14.4,16,46.0,4.54,45.0,0.2,1228.829749,1396923.0,1.1,8.6,0
1436,61.0,246.0,3.68,49.0,295,14.9,16,9.0,4.32,49.0,0.2,1228.829749,1396923.0,1.0,8.7,0
1435,61.5,24.0,3.69,57.0,58,15.5,15,56.0,4.14,57.0,0.2,1228.829749,1396923.0,9.9,9.0,0
1434,62.1,234.0,5.0,9.0,1678,16.1,15,46.0,4.14,9.0,0.2,1228.829749,1396923.0,9.7,9.0,0
1433,62.6,228.0,5.1,61.0,174,16.7,14,9.0,2.77,61.0,0.2,1228.829749,1396923.0,9.6,9.2,0
1432,63.1,223.0,5.18,67.0,78,17.3,14,67.0,3.77,67.0,0.2,1228.829749,1396923.0,9.4,9.4,0
1431,63.6,218.0,5.95,74.0,153,18.0,13,76.0,2.75,74.0,0.3,1228.829749,1396923.0,9.3,9.6,0
1430,64.0,213.0,5.39,78.0,113,18.7,13,79.0,2.2,78.0,0.3,1228.829749,1396923.0,9.2,9.9,0
1429,64.4,28.0,0.01,79.0,32,19.4,12,78.0,2.12,79.0,0.3,1228.829749,1396923.0,9.1,10.2,0
1426,65.7,194.0,0.01,89.0,56,21.7,11,89.0,1.87,89.0,0.2,1228.829749,1396923.0,8.8,10.8,0
1457,71.0,218.0,7.13,95.0,0,55.4,0,96.0,6.0,96.0,0.1,3352.731296,236755.0,2.8,13.7,1
1456,69.9,228.0,6.68,96.0,1,55.7,0,97.0,6.17,97.0,0.1,3572.8513,233717.0,2.8,14.2,1
1455,73.0,219.0,7.44,98.0,0,56.0,0,98.0,6.29,97.0,0.1,4132.34927,231173.0,2.7,14.8,1
1454,78.0,29.0,8.24,98.0,0,56.3,0,98.0,6.15,98.0,0.1,5134.95694,2287955.0,2.6,15.2,1
1453,71.0,26.0,8.81,98.0,0,56.6,0,99.0,6.51,99.0,0.1,6351.8125,2263122.0,2.5,15.5,1
1452,76.0,216.0,9.92,99.0,2,57.0,0,99.0,6.37,99.0,0.1,7558.7426,2238799.0,2.5,15.9,1
1451,75.0,229.0,10.4,94.0,7,57.4,0,96.0,6.8,96.0,0.1,9667.9757,2218357.0,2.4,16.2,1
1450,78.0,221.0,12.12,91.0,0,57.7,0,94.0,7.1,94.0,0.1,1444.1589,22325.0,2.4,16.2,1
1449,71.9,199.0,11.84,93.0,3,58.1,0,94.0,6.63,94.0,0.1,16348.53121,2177322.0,2.3,16.3,1
1448,72.6,184.0,9.85,92.0,0,58.5,0,94.0,6.84,94.0,0.1,12219.37379,2141669.0,2.3,16.4,1
1447,72.8,18.0,9.8,91.0,0,58.9,0,92.0,6.55,92.0,0.1,11326.21947,297555.0,2.2,16.0,1
1446,73.6,169.0,10.14,89.0,1,59.4,0,92.0,6.1,92.0,0.1,1372.68947,25979.0,2.2,15.8,1
1445,73.8,163.0,10.21,9.0,3,59.8,0,91.0,5.91,91.0,0.1,13822.8559,234319.0,2.2,15.5,1
1444,74.1,161.0,10.37,94.0,0,6.2,0,94.0,5.67,94.0,0.1,1532.22924,212647.0,2.2,15.4,1
1443,74.4,156.0,0.01,92.0,36,6.7,0,92.0,5.88,92.0,0.1,15725.1374,1993782.0,2.2,16.0,1
1442,74.6,153.0,0.01,94.0,0,61.2,0,95.0,5.88,95.0,0.1,13666.58336,1977527.0,2.2,16.0,1
1473,72.7,112.0,2.26,83.0,5,57.9,1,83.0,1.86,83.0,0.1,5334.93329,3235366.0,4.9,14.9,0
1472,73.0,11.0,2.19,9.0,8,58.6,1,9.0,1.9,9.0,0.1,5253.122599,3359859.0,4.9,15.0,0
1471,73.2,17.0,1.98,77.0,36,59.1,1,77.0,1.5,77.0,0.1,5436.595223,3522837.0,4.8,15.2,0
1470,73.5,15.0,2.19,74.0,526,59.7,1,74.0,9.3,74.0,0.1,5425.6697,371464.0,4.8,14.8,0
1469,73.7,13.0,2.1,75.0,213,6.2,1,74.0,8.91,75.0,0.1,5424.22356,3863267.0,4.7,14.2,0
1468,73.9,11.0,1.94,77.0,618,6.8,1,74.0,8.42,77.0,0.1,5339.441291,3986852.0,4.7,13.7,0
1467,74.1,1.0,1.82,78.0,956,61.4,1,75.0,8.83,78.0,0.1,5372.65899,45735.0,4.7,13.2,0
1466,74.4,98.0,1.72,9.0,373,61.9,1,75.0,8.9,9.0,0.1,614.271115,486466.0,4.7,12.9,0
1465,74.5,98.0,1.67,81.0,24,62.5,1,75.0,8.7,81.0,0.1,712.775759,411147.0,4.7,13.1,0
1464,74.7,95.0,1.62,81.0,22,63.0,1,75.0,7.42,81.0,0.1,84.268878,4183156.0,4.7,13.2,0
1463,74.9,94.0,1.58,81.0,12,63.5,1,75.0,7.19,81.0,0.1,8763.826274,4337141.0,4.7,13.3,0
1462,75.0,93.0,1.57,81.0,9,64.0,1,75.0,7.12,81.0,0.1,8734.9653,4588368.0,4.7,13.2,0
1461,75.0,93.0,1.53,81.0,9,64.4,1,75.0,6.99,81.0,0.1,8787.94668,491644.0,4.8,13.3,0
1460,74.9,97.0,1.29,81.0,1761,64.9,1,75.0,6.63,81.0,0.1,846.285153,527612.0,4.8,13.3,0
1459,74.8,99.0,1.32,81.0,112,65.4,1,75.0,6.39,81.0,0.1,8161.4614,563279.0,4.8,13.3,0
1458,74.9,98.0,1.32,81.0,39,66.1,1,75.0,6.39,81.0,0.1,846.632851,5851479.0,4.9,13.3,0
1489,49.3,399.0,3.1,91.0,660,24.9,7,82.0,6.92,83.0,8.6,474.8197876,1868699.0,11.5,9.6,0
1488,47.8,399.0,2.86,91.0,217,25.4,7,78.0,7.53,78.0,8.6,437.819184,1885955.0,11.1,10.3,0
1487,46.4,399.0,2.95,91.0,0,25.9,7,84.0,6.91,84.0,8.6,47.89395,192312.0,1.6,10.4,0
1486,45.5,399.0,1.99,17.0,1,26.4,7,9.0,7.13,9.0,8.6,63.636279,191897.0,1.2,10.5,0
1485,44.8,399.0,1.8,9.0,31,26.9,7,89.0,6.96,9.0,8.6,781.5145936,1933728.0,9.7,10.7,0
1484,44.5,399.0,2.67,87.0,0,27.4,6,88.0,6.3,89.0,8.6,862.9463118,1949543.0,9.3,10.7,0
1483,45.3,399.0,2.61,91.0,1,27.9,6,88.0,7.12,89.0,8.6,915.775754,1965662.0,8.8,10.7,0
1482,46.2,399.0,2.69,9.0,2,28.3,6,87.0,8.47,88.0,8.6,918.432717,1982287.0,8.4,10.6,0
1481,47.8,399.0,2.75,88.0,0,28.8,6,86.0,8.85,88.0,8.6,934.428563,199993.0,8.0,10.7,0
1480,49.4,399.0,2.75,91.0,0,29.2,6,89.0,9.8,91.0,8.6,923.136931,21929.0,7.6,10.8,0
1479,51.1,399.0,2.71,93.0,2488,29.7,6,92.0,1.87,93.0,8.6,1173.26212,24551.0,7.2,10.9,0
1476,52.1,399.0,0.01,93.0,516,31.4,6,9.0,11.7,93.0,8.6,1196.1335,2117361.0,6.1,11.1,0
1475,52.1,399.0,0.01,93.0,0,32.0,6,9.0,1.62,93.0,8.6,1174.839214,2145785.0,5.8,10.8,0
1474,53.7,399.0,0.01,93.0,0,32.6,6,9.0,1.62,93.0,8.6,173.82893,2174645.0,5.5,10.7,0
1502,50.0,42.0,4.21,91.0,142,21.1,18,49.0,3.44,35.0,3.2,133.494518,3116233.0,8.7,10.3,0
1501,54.0,329.0,4.24,91.0,4,21.5,17,47.0,8.77,31.0,3.2,149.4452549,3176414.0,8.5,10.2,0
1500,55.3,316.0,4.19,91.0,8,22.0,16,66.0,8.4,9.0,3.1,168.648254,326123.0,8.3,10.1,0
1499,56.7,32.0,4.05,91.0,20,22.4,15,66.0,1.9,9.0,3.0,178.92799,3375838.0,8.1,10.0,0
1498,57.9,286.0,4.03,91.0,1,22.9,14,67.0,1.24,65.0,2.8,21.3733292,3512932.0,7.9,9.9,0
1497,58.6,281.0,3.88,64.0,1,23.4,14,79.0,11.83,75.0,2.4,232.61732,3662993.0,7.7,9.8,0
1496,59.2,277.0,3.75,64.0,6,24.0,13,84.0,14.39,81.0,2.1,33.667491,3811528.0,7.6,9.7,0
1495,59.7,272.0,3.64,47.0,2200,24.5,13,71.0,11.87,9.0,1.8,327.42597,3948125.0,7.4,9.6,0
1494,62.0,266.0,3.72,77.0,279,25.0,12,77.0,11.23,77.0,1.5,379.689583,47167.0,7.2,9.5,0
1493,67.0,261.0,0.01,9.0,43,25.6,12,9.0,1.19,9.0,1.2,415.361958,4181563.0,7.0,9.6,0
1492,61.1,258.0,0.01,76.0,0,26.1,11,75.0,9.25,76.0,1.1,454.1222236,4286291.0,6.8,9.8,0
1491,58.1,329.0,0.01,9.0,34,26.7,11,49.0,1.4,9.0,0.9,458.4651734,439737.0,6.7,9.9,0
1490,61.4,259.0,0.01,52.0,1060,27.3,11,52.0,1.4,52.0,0.9,452.38717,4499621.0,6.5,9.9,0
1521,78.0,148.0,0.01,92.0,0,52.8,3,94.0,3.41,94.0,0.1,7145.628494,1396923.0,5.7,15.5,0
1520,71.0,147.0,0.01,93.0,633,53.4,3,94.0,4.6,94.0,0.1,6269.58123,1396923.0,5.6,15.7,0
1519,71.1,146.0,0.01,91.0,3890,54.0,3,93.0,4.57,93.0,0.1,375.442638,1396923.0,5.6,15.8,0
1518,71.3,144.0,0.01,96.0,0,54.6,3,95.0,4.6,95.0,0.1,4676.96753,1396923.0,5.6,16.0,0
1517,71.5,141.0,0.01,99.0,2771,55.3,3,97.0,3.46,97.0,0.1,586.8364,1396923.0,5.5,15.9,0
1516,71.9,138.0,0.01,97.0,292,56.0,3,98.0,2.71,98.0,0.1,8171.361651,1396923.0,5.5,15.7,0
1515,72.2,134.0,0.01,98.0,1,56.7,3,98.0,2.51,98.0,0.1,9344.987518,1396923.0,5.5,15.4,0
1514,72.5,132.0,0.01,98.0,59,57.4,3,98.0,2.63,98.0,0.1,1138.56661,1396923.0,5.5,15.1,0
1513,72.6,132.0,0.01,98.0,8,58.2,2,98.0,2.4,98.0,0.1,14396.4865,1396923.0,5.5,14.8,0
1512,72.7,132.0,0.01,98.0,329,59.0,2,98.0,3.16,98.0,0.1,1296.97353,1396923.0,5.6,14.6,0
1511,72.8,132.0,0.01,98.0,0,59.9,2,98.0,3.5,98.0,0.1,1212.56217,1396923.0,5.6,14.3,0
1510,71.3,161.0,0.01,98.0,0,6.9,2,98.0,4.77,98.0,0.1,562.549434,1396923.0,5.6,14.0,0
1509,72.9,133.0,0.01,98.0,320,61.8,2,98.0,4.3,98.0,0.1,562.549434,1396923.0,5.6,13.7,0
1508,72.9,134.0,0.01,96.0,0,62.8,2,96.0,4.33,96.0,0.1,562.549434,1396923.0,5.7,13.4,0
1507,72.4,143.0,0.01,94.0,372,63.8,2,94.0,4.97,94.0,0.1,562.549434,1396923.0,5.7,13.4,0
1506,72.7,138.0,0.01,97.0,82,64.8,2,97.0,4.97,97.0,0.1,562.549434,1396923.0,5.8,13.4,0
1537,71.6,2.0,9.87,98.0,19,56.9,0,92.0,6.46,94.0,0.1,3297.35471,3499536.0,3.4,14.0,1
1536,71.2,21.0,10.2,95.0,7,57.2,0,97.0,6.26,95.0,0.1,353.147337,347818.0,3.3,14.7,1
1535,71.4,22.0,11.0,94.0,103,57.5,0,97.0,6.4,95.0,0.1,4146.987928,344367.0,3.3,15.3,1
1534,71.6,22.0,11.29,95.0,1,57.8,0,91.0,6.46,94.0,0.1,555.535669,3415213.0,3.2,15.8,1
1533,71.6,24.0,12.1,94.0,1,58.1,0,9.0,5.67,94.0,0.1,676.966998,337775.0,3.1,16.3,1
1532,78.0,222.0,12.3,95.0,1,58.4,0,93.0,5.83,94.0,0.1,7863.1629,3322528.0,3.0,16.2,1
1531,76.0,229.0,12.7,95.0,1,58.7,0,94.0,6.2,94.0,0.1,924.642548,326999.0,3.0,16.4,1
1530,72.0,24.0,13.4,96.0,0,59.0,0,95.0,6.22,95.0,0.1,12297.91535,3231294.0,2.9,16.4,1
1529,71.1,224.0,13.3,96.0,1,59.3,0,96.0,6.61,96.0,0.1,14961.56818,3198231.0,2.9,16.5,1
1528,72.2,192.0,12.4,95.0,0,59.7,0,98.0,7.53,98.0,0.1,11837.3913,3162916.0,2.8,16.6,1
1527,72.4,188.0,12.9,94.0,2,6.0,0,95.0,7.9,95.0,0.1,11984.86857,397282.0,2.8,16.8,1
1526,72.8,18.0,12.66,95.0,7,6.5,0,92.0,6.86,92.0,0.1,14357.73679,328115.0,2.7,16.7,1
1525,73.0,176.0,15.14,93.0,0,6.9,0,93.0,6.67,93.0,0.1,14341.836,2987773.0,2.7,16.5,1
1524,73.0,178.0,15.04,93.0,35,61.4,0,93.0,6.59,93.0,0.1,15712.82376,2957689.0,2.7,16.4,1
1523,73.4,169.0,15.19,94.0,11,61.9,0,93.0,6.55,93.0,0.1,16554.97139,2932367.0,2.6,16.5,1
1522,73.6,165.0,15.19,94.0,50,62.4,0,93.0,6.55,93.0,0.1,14252.42853,29491.0,2.6,16.5,1
1553,77.8,98.0,13.14,77.0,0,54.0,0,99.0,7.48,99.0,0.1,48735.99549,4363.0,1.0,13.5,1
1552,78.0,96.0,12.89,86.0,0,54.6,0,99.0,7.4,99.0,0.1,48179.4285,441525.0,1.0,13.4,1
1551,78.3,95.0,12.91,95.0,0,55.2,0,99.0,8.27,99.0,0.1,5293.64115,446175.0,1.0,13.5,1
1550,78.6,92.0,12.61,95.0,1,55.8,0,99.0,7.67,98.0,0.1,65445.8853,45163.0,1.0,13.6,1
1549,78.7,92.0,12.42,94.0,0,56.4,0,99.0,8.2,99.0,0.1,75716.3518,45895.0,1.0,13.5,1
1548,78.8,9.0,11.84,95.0,0,57.0,0,99.0,7.95,99.0,0.1,8289.69641,465158.0,1.0,13.5,1
1547,79.4,85.0,11.98,95.0,8,57.5,0,99.0,7.75,99.0,0.1,89739.7117,472637.0,0.9,13.5,1
1546,79.7,82.0,11.75,87.0,0,57.9,0,96.0,6.8,99.0,0.1,1618.4928,479993.0,0.9,13.5,1
1545,80.0,8.0,11.53,94.0,1,58.4,0,96.0,7.34,99.0,0.1,114293.8433,48865.0,0.9,13.5,1
1544,83.0,76.0,11.42,95.0,0,58.8,0,96.0,8.11,99.0,0.1,13198.6693,497783.0,0.9,13.5,1
1543,86.0,73.0,11.36,94.0,0,59.2,0,96.0,7.68,99.0,0.1,14965.361,56953.0,0.9,13.7,1
1542,88.0,72.0,11.5,95.0,6,59.6,0,96.0,7.34,99.0,0.1,115761.577,518347.0,0.9,13.9,1
1541,81.1,7.0,11.34,94.0,2,6.1,0,99.0,7.18,99.0,0.1,16749.136,53946.0,0.9,13.9,1
1540,81.4,68.0,11.02,94.0,0,6.5,0,99.0,7.1,99.0,0.1,113751.85,54336.0,0.9,13.9,1
1539,81.7,65.0,11.12,94.0,0,6.9,0,99.0,6.94,99.0,0.1,119172.7418,556319.0,1.0,13.9,1
1538,82.0,63.0,11.12,94.0,0,61.3,0,99.0,6.94,99.0,0.1,1199.8223,56964.0,1.0,13.9,1
1569,57.9,283.0,1.16,91.0,10000,13.9,68,58.0,5.8,57.0,0.6,245.939659,1576686.0,8.7,8.0,0
1568,58.7,276.0,1.05,91.0,9357,14.3,65,9.0,5.17,9.0,0.7,278.555732,1626932.0,8.6,8.2,0
1567,59.3,271.0,0.9,51.0,10000,14.7,63,61.0,5.29,62.0,0.7,262.2859481,16765117.0,8.5,8.3,0
1566,59.9,268.0,0.93,61.0,10000,15.0,60,65.0,4.81,66.0,0.7,316.7998965,17279141.0,8.3,8.5,0
1565,64.0,267.0,0.81,71.0,10000,15.4,58,74.0,4.89,78.0,0.6,245.1235876,1782997.0,8.2,8.7,0
1564,69.0,265.0,0.72,81.0,0,15.8,56,9.0,5.3,85.0,0.6,274.819723,18336724.0,8.1,8.9,0
1563,61.4,263.0,0.68,82.0,2,16.3,54,83.0,5.11,85.0,0.6,292.157443,1888268.0,8.0,9.0,0
1562,61.9,261.0,0.71,84.0,0,16.7,51,83.0,4.98,84.0,0.6,377.8482928,19433523.0,7.9,9.1,0
1561,62.3,259.0,0.68,77.0,3,17.1,49,77.0,4.5,77.0,0.5,47.733254,19996469.0,7.8,9.4,0
1560,62.8,254.0,0.91,77.0,0,17.6,47,76.0,4.7,77.0,0.5,415.6893226,2569121.0,7.7,9.7,0
1559,63.3,248.0,1.03,9.0,1,18.0,45,9.0,4.86,9.0,0.5,412.739341,2115164.0,7.6,10.2,0
1558,63.8,241.0,0.97,73.0,0,18.5,43,73.0,4.24,73.0,0.4,454.963464,21743949.0,7.5,10.2,0
1557,64.3,235.0,0.87,9.0,2,19.0,42,71.0,3.46,9.0,0.4,443.9611,22346573.0,7.4,10.2,0
1556,64.7,23.0,0.87,74.0,6,19.5,40,73.0,4.15,74.0,0.4,461.723722,22961146.0,7.3,10.3,0
1585,43.1,399.0,1.18,91.0,304,14.1,84,73.0,6.7,75.0,8.6,153.2594872,11376172.0,8.0,10.7,0
1584,43.5,399.0,1.15,91.0,150,14.4,80,86.0,5.7,9.0,8.6,146.7615397,11695863.0,7.9,10.1,0
1583,44.0,67.0,1.1,64.0,92,14.8,75,79.0,4.82,64.0,8.6,29.9798977,1213711.0,7.7,10.4,0
1582,44.6,399.0,1.08,84.0,167,15.2,70,85.0,6.35,84.0,8.6,26.152517,12336687.0,7.6,10.3,0
1581,45.1,399.0,1.11,89.0,1116,15.5,65,94.0,7.82,89.0,8.6,274.2256294,1267638.0,7.5,10.0,0
1580,46.0,66.0,1.04,93.0,184,15.9,62,94.0,8.2,93.0,8.6,28.3673842,1339711.0,7.4,9.7,0
1579,47.1,399.0,1.18,99.0,1,16.2,61,99.0,8.99,99.0,8.6,297.6971211,13429262.0,7.3,9.6,0
1578,48.5,399.0,1.18,87.0,143,16.6,59,88.0,9.31,87.0,8.6,32.2227274,1384969.0,7.1,9.7,0
1577,50.0,399.0,1.27,91.0,20,16.9,58,92.0,1.7,91.0,8.6,372.842678,14271234.0,7.0,9.6,0
1576,51.5,399.0,1.16,93.0,21,17.3,56,93.0,1.18,93.0,8.6,42.7379657,1471462.0,6.9,9.9,0
1575,52.9,399.0,1.08,93.0,10000,17.6,54,86.0,1.5,93.0,8.6,458.8681744,1516795.0,6.8,10.2,0
1574,54.1,399.0,1.23,97.0,26,18.0,50,97.0,11.67,97.0,8.6,512.125451,15627618.0,6.7,10.6,0
1573,55.3,42.0,0.01,96.0,11,18.4,46,95.0,12.6,96.0,8.3,374.51882,169735.0,6.6,10.7,0
1572,56.7,394.0,0.01,89.0,1,18.8,42,89.0,1.96,89.0,6.3,332.922339,16577147.0,6.5,10.7,0
1571,57.6,377.0,0.01,91.0,3,19.2,40,87.0,11.38,91.0,5.1,354.7253961,1768838.0,6.5,10.7,0
1570,58.3,365.0,0.01,88.0,0,19.6,38,88.0,11.38,88.0,4.8,362.6575444,1757367.0,6.4,10.8,0
1601,72.4,149.0,0.54,97.0,6187,26.0,5,98.0,3.4,98.0,0.1,445.17471,2318568.0,9.8,11.6,0
1600,72.7,144.0,0.53,95.0,2198,27.0,5,95.0,3.4,96.0,0.1,3915.11546,2369897.0,9.7,11.9,0
1599,72.9,14.0,0.49,95.0,408,27.9,4,94.0,3.4,94.0,0.1,4167.364387,24198811.0,9.5,12.0,0
1598,73.1,138.0,0.48,95.0,632,28.8,4,96.0,3.95,96.0,0.1,4463.675893,2468873.0,9.3,12.1,0
1597,73.2,137.0,0.49,94.0,5729,29.8,4,95.0,3.74,95.0,0.1,4955.477743,2517419.0,9.2,12.7,0
1595,73.6,134.0,0.42,95.0,564,31.6,4,95.0,3.65,95.0,0.1,6222.982955,26143566.0,8.8,12.7,0
1594,73.7,133.0,0.43,96.0,394,32.5,4,97.0,3.61,97.0,0.1,7269.17114,26625845.0,8.7,12.3,0
1593,73.8,132.0,0.47,97.0,334,33.4,4,97.0,3.47,97.0,0.1,8513.629541,2711169.0,8.5,12.5,0
1592,74.0,131.0,0.47,96.0,153,34.4,4,97.0,3.97,97.0,0.1,7326.744435,2765383.0,8.3,12.6,0
1591,74.1,131.0,0.49,96.0,73,35.3,4,96.0,3.99,96.0,0.1,971.356987,28112289.0,8.2,12.8,0
1590,74.3,13.0,0.51,96.0,1569,36.3,4,96.0,3.89,96.0,0.1,145.1262,28635128.0,8.0,13.0,0
1589,74.5,129.0,0.53,97.0,1868,37.4,4,97.0,4.1,97.0,0.1,1779.49641,2917456.0,7.9,12.9,0
1588,74.6,128.0,0.53,96.0,195,38.5,4,97.0,4.2,97.0,0.1,1882.27842,2976724.0,7.8,12.9,0
1587,74.8,126.0,0.52,96.0,221,39.5,4,97.0,4.17,97.0,0.1,11183.96191,322817.0,7.6,13.0,0
1617,69.6,139.0,1.83,96.0,20,15.2,0,98.0,8.0,98.0,0.1,2182.99711,286.0,14.8,11.3,0
1616,78.0,129.0,1.98,98.0,0,15.6,0,97.0,5.84,98.0,0.1,298.67598,292.0,14.7,11.8,0
1615,71.8,124.0,1.95,98.0,926,16.2,0,98.0,5.78,98.0,0.1,32.37239,297.0,14.6,12.0,0
1614,72.7,112.0,1.75,98.0,75,16.7,0,98.0,5.9,98.0,0.1,3432.247841,34.0,14.6,11.8,0
1613,73.4,16.0,1.6,97.0,37,17.3,0,96.0,5.89,96.0,0.1,3853.33348,312.0,14.5,12.2,0
1612,74.3,93.0,1.47,98.0,1395,18.0,0,98.0,9.52,98.0,0.1,3488.493769,321.0,14.4,12.1,0
1611,75.0,88.0,1.62,98.0,47,18.7,0,98.0,7.37,98.0,0.1,4428.522898,333.0,14.3,12.0,0
1610,75.4,82.0,1.78,98.0,20,19.5,0,98.0,6.64,98.0,0.1,52.862285,349.0,14.3,11.9,0
1608,76.3,75.0,1.59,98.0,6,21.2,0,98.0,9.22,98.0,0.1,597.1659,36.0,14.1,11.8,0
1607,76.7,73.0,1.83,97.0,0,22.1,0,97.0,7.93,96.0,0.1,633.79498,367.0,14.0,11.6,0
1606,77.3,67.0,1.92,96.0,0,23.1,0,96.0,8.11,96.0,0.1,6497.55443,377.0,13.9,11.8,0
1605,77.6,65.0,0.01,99.0,0,24.1,0,99.0,9.16,99.0,0.1,6541.7465,385.0,13.8,12.1,0
1604,77.9,64.0,0.01,99.0,0,25.1,0,99.0,11.16,99.0,0.1,7112.33575,393.0,13.7,12.4,0
1603,78.2,62.0,0.01,99.0,0,26.2,0,99.0,13.73,99.0,0.1,7716.2415,41.0,13.6,12.7,0
1602,78.5,61.0,0.01,99.0,0,27.4,0,99.0,13.73,99.0,0.1,8395.785198,49163.0,13.6,12.7,0
1633,49.8,37.0,0.47,91.0,1578,15.6,111,53.0,6.29,43.0,2.5,269.3483829,196769.0,11.0,4.4,0
1632,55.0,34.0,0.51,91.0,4464,16.1,110,56.0,6.39,49.0,2.4,36.8473237,11293258.0,1.8,4.6,0
1631,51.2,31.0,0.53,91.0,717,16.5,108,65.0,6.32,61.0,2.3,334.22416,11638929.0,1.5,4.9,0
1630,52.0,299.0,0.54,79.0,232,17.0,106,67.0,6.25,63.0,2.2,391.791281,125128.0,1.3,5.2,0
1629,52.8,296.0,0.49,73.0,172,17.5,103,9.0,6.28,69.0,2.0,439.3572924,1239196.0,1.1,5.5,0
1628,53.6,29.0,0.55,83.0,33,18.0,101,78.0,6.34,77.0,1.9,487.942556,12798763.0,9.9,5.8,0
1627,54.3,288.0,0.53,9.0,128,18.5,98,79.0,6.56,78.0,1.8,521.6425796,1322764.0,9.7,6.1,0
1626,55.0,282.0,0.55,74.0,2,19.0,96,76.0,6.97,74.0,1.7,595.6368319,1367566.0,9.4,6.4,0
1625,55.5,278.0,0.57,74.0,98,19.6,94,74.0,6.74,74.0,1.6,689.6784228,14138216.0,9.2,5.8,0
1622,56.8,271.0,0.61,66.0,24,21.3,90,72.0,6.59,66.0,1.5,835.88998,1554989.0,8.5,7.5,0
1621,57.2,27.0,0.01,66.0,341,21.9,88,72.0,6.47,66.0,1.5,777.3476868,16667.0,8.3,7.7,0
1620,57.3,275.0,0.01,69.0,221,22.5,86,9.0,6.58,69.0,1.6,777.659139,16477818.0,8.1,8.0,0
1619,57.8,272.0,0.01,73.0,290,23.2,85,74.0,6.86,73.0,1.6,825.5729915,16962846.0,7.9,8.2,0
1618,58.2,266.0,0.01,64.0,215,23.8,84,66.0,6.86,64.0,1.5,729.725338,1746795.0,7.7,8.4,0
1649,77.5,8.0,5.59,95.0,2,62.3,0,94.0,6.83,94.0,0.1,1139.5651,3987.0,0.8,13.8,1
1648,77.8,79.0,5.62,95.0,2,62.8,0,95.0,7.11,95.0,0.1,1121.78636,39328.0,0.7,13.7,1
1647,78.2,75.0,5.73,95.0,7,63.4,0,95.0,7.86,95.0,0.1,11843.9392,395969.0,0.7,13.8,1
1646,78.5,71.0,6.7,89.0,4,63.9,0,94.0,8.6,94.0,0.1,13689.98999,398582.0,0.7,13.8,1
1645,78.7,69.0,6.53,85.0,4,64.5,0,89.0,8.46,89.0,0.1,1519.5497,41268.0,0.7,14.2,1
1644,79.0,67.0,6.41,85.0,6,65.0,0,94.0,8.83,92.0,0.1,15835.34667,43834.0,0.7,14.8,1
1643,79.3,66.0,8.84,86.0,1,65.6,0,83.0,8.93,85.0,0.1,16671.5672,4538.0,0.7,14.8,1
1642,79.6,65.0,7.45,82.0,2,66.1,0,76.0,8.36,74.0,0.1,19375.5696,46724.0,0.7,14.4,1
1641,80.0,64.0,7.14,86.0,1,66.6,0,72.0,8.15,72.0,0.1,21928.767,49379.0,0.7,14.6,1
1640,82.0,63.0,7.38,86.0,1,67.1,0,73.0,8.33,73.0,0.1,2675.58259,412477.0,0.8,14.4,1
1639,83.0,62.0,7.91,75.0,0,67.6,0,76.0,8.3,76.0,0.1,2187.79469,41458.0,0.8,14.6,1
1638,87.0,59.0,6.91,82.0,3,68.0,0,96.0,9.6,96.0,0.1,22821.847,416268.0,0.8,14.8,1
1637,81.0,58.0,7.67,93.0,0,68.4,0,99.0,9.95,99.0,0.1,2193.8836,419455.0,0.8,14.1,1
1636,81.1,57.0,8.58,94.0,0,68.8,0,99.0,9.89,99.0,0.1,2393.1888,423374.0,0.8,14.2,1
1635,81.4,55.0,8.49,9.0,0,69.2,0,99.0,9.75,99.0,0.1,2618.92599,427364.0,0.8,14.3,1
1634,81.7,54.0,8.49,95.0,2,69.6,0,97.0,9.75,97.0,0.1,23819.4636,431874.0,0.8,14.6,1
1666,60.0,23.0,0.03,91.0,0,21.1,11,58.0,5.26,51.0,1.1,477.476124,279359.0,1.9,6.4,0
1665,61.0,229.0,0.01,91.0,1398,21.7,12,75.0,4.34,75.0,1.2,464.229758,279729.0,1.7,6.5,0
1664,62.0,228.0,0.02,91.0,883,22.3,12,91.0,5.31,89.0,1.2,46.9542322,2873228.0,1.5,6.5,0
1663,63.0,226.0,0.01,91.0,3611,22.9,12,75.0,4.53,76.0,1.3,528.586613,2957117.0,1.3,6.6,0
1662,64.0,224.0,0.01,91.0,5039,23.6,12,68.0,4.7,9.0,1.3,62.547286,342823.0,1.0,6.7,0
1661,66.0,223.0,0.01,42.0,127,24.2,12,71.0,4.21,71.0,1.3,697.7451989,31372.0,9.8,7.2,0
1660,69.0,221.0,0.01,68.0,22,24.8,12,68.0,3.21,68.0,1.3,944.134851,322653.0,9.6,7.2,0
1659,61.2,219.0,0.02,74.0,11,25.5,12,75.0,3.54,75.0,1.3,113.3128,3312665.0,9.4,7.4,0
1658,61.4,217.0,0.02,74.0,4,26.1,12,73.0,3.23,74.0,1.3,1167.535689,347541.0,9.2,7.2,0
